series_dx004
1.000000 -0.004157
0.999615 -0.004094
0.998459 -0.003904
0.996534 -0.003587
0.993844 -0.003145
0.990393 -0.002577
0.986185 -0.001895
0.981228 -0.001114
0.975528 -0.000216
0.969096 0.000770
0.961940 0.001870
0.954072 0.003168
0.945503 0.004643
0.936248 0.006300
0.926320 0.008118
0.915735 0.010044
0.904508 0.011905
0.892658 0.013517
0.880203 0.014848
0.867161 0.016035
0.853553 0.017188
0.839400 0.018620
0.824724 0.021157
0.809547 0.024916
0.793893 0.028801
0.777785 0.032696
0.761249 0.036533
0.744311 0.039750
0.726995 0.042105
0.709330 0.043929
0.691342 0.046489
0.673059 0.050125
0.654508 0.053485
0.635720 0.055488
0.616723 0.055941
0.597545 0.057194
0.578217 0.060227
0.558769 0.062123
0.539230 0.063605
0.519630 0.066811
0.500000 0.069733
0.480370 0.071155
0.460770 0.072470
0.441231 0.074564
0.421783 0.076633
0.402455 0.077050
0.383277 0.076867
0.364280 0.077851
0.345492 0.079556
0.326941 0.081076
0.308658 0.081290
0.290670 0.081212
0.273005 0.081210
0.255689 0.080746
0.238751 0.080001
0.222215 0.079065
0.206107 0.077622
0.190453 0.075158
0.175276 0.071852
0.160600 0.069017
0.146447 0.068021
0.132839 0.067774
0.119797 0.066838
0.107342 0.065374
0.095492 0.063703
0.084265 0.061654
0.073680 0.059151
0.063752 0.056266
0.054497 0.052737
0.045928 0.048558
0.038060 0.043920
0.030904 0.037855
0.024472 0.032089
0.018772 0.025272
0.013815 0.019343
0.009607 0.013605
0.006156 0.008690
0.003466 0.005228
0.001541 0.004185
0.000385 0.005379
0.000000 -0.000230
0.000385 0.004068
0.001541 0.001005
0.003466 0.001050
0.006156 0.001480
0.009607 0.002337
0.013815 0.003291
0.018772 0.003977
0.024472 0.004766
0.030904 0.004722
0.038060 0.004532
0.045928 0.003689
0.054497 0.002732
0.063752 0.001666
0.073680 0.000566
0.084265 -0.000647
0.095492 -0.001863
0.107342 -0.002905
0.119797 -0.003578
0.132839 -0.003859
0.146447 -0.004183
0.160600 -0.004998
0.175276 -0.005875
0.190453 -0.006243
0.206107 -0.006462
0.222215 -0.006662
0.238751 -0.007051
0.255689 -0.007417
0.273005 -0.007588
0.290670 -0.007399
0.308658 -0.007031
0.326941 -0.006981
0.345492 -0.007275
0.364280 -0.007179
0.383277 -0.006072
0.402455 -0.005215
0.421783 -0.004365
0.441231 -0.003252
0.460770 -0.001981
0.480370 -0.000709
0.500000 0.000523
0.519630 0.001815
0.539230 0.003279
0.558769 0.004876
0.578217 0.006689
0.597545 0.008546
0.616723 0.010213
0.635720 0.011914
0.654508 0.013393
0.673059 0.013827
0.691342 0.012915
0.709330 0.011603
0.726995 0.010054
0.744311 0.008026
0.761249 0.005779
0.777785 0.003576
0.793893 0.001959
0.809547 0.000410
0.824724 -0.001685
0.839400 -0.003260
0.853553 -0.003767
0.867161 -0.003594
0.880203 -0.003002
0.892658 -0.002230
0.904508 -0.001648
0.915735 -0.001395
0.926320 -0.001284
0.936248 -0.001084
0.945503 -0.000965
0.954072 -0.000994
0.961940 -0.001153
0.969096 -0.001462
0.975528 -0.001773
0.981228 -0.002258
0.986185 -0.002679
0.990393 -0.003194
0.993844 -0.003674
0.996534 -0.004049
0.998459 -0.004317
0.999615 -0.004478
1.000000 -0.004532
