dx_grueso,alpha_deg,cd_medio,cl_medio,ef_medio,cd_final,cl_final,ef_final
0.004,0,0.020728806033730507,-0.00013785118062514812,-0.006650222902410912,0.02068144455552101,-0.00011139779962832108,-0.005386364541860926
0.004,1,0.020855601876974106,0.3085130751132965,14.79281571125091,0.020727243274450302,0.3471531867980957,16.748642460621788
0.004,2,0.04718662425875664,1.0611605644226074,22.48858826186709,0.043147798627614975,1.9089112281799316,44.24121945721262
0.004,3,0.05615008622407913,1.4429588317871094,25.698247835785477,0.03831944614648819,2.0724539756774902,54.0836098662512
0.004,4,0.06704775243997574,1.766921877861023,26.353185805040273,0.0533057376742363,2.3154983520507812,43.438069766547976
0.004,5,0.10709653049707413,2.0833113193511963,19.45264995683602,0.0851435586810112,2.6272027492523193,30.856153888224085
0.004,6,0.1840740293264389,2.1040425300598145,11.430414913819712,0.23651467263698578,2.3791515827178955,10.059213477928843
0.004,7,0.24782082438468933,2.0157058238983154,8.133722534831694,0.36278286576271057,2.1747641563415527,5.994671638555348
0.004,8,0.6938733458518982,2.6708710193634033,3.8492197968553756,0.9306710958480835,-1.236518144607544,-1.3286306517134867
0.004,9,0.3790019750595093,2.3306751251220703,6.149506542165427,0.583968997001648,2.7183313369750977,4.654924064346222
0.004,10,0.47568362951278687,2.532763719558716,5.324471061055576,0.7634991407394409,3.2160375118255615,4.212234618510327
0.004,11,0.5601642727851868,2.702702522277832,4.824839165196584,0.8836034536361694,3.447091579437256,3.901174859889833
0.004,12,0.6675290465354919,2.9187748432159424,4.372506122938807,1.0468982458114624,3.7421329021453857,3.574495340991633
0.003,0,0.01524480152875185,0.0016863696509972215,0.11061932474599366,0.01535958331078291,-7.468234980478883e-05,-0.004862264053241566
0.003,1,0.0173517893999815,0.4195881485939026,24.181261017053952,-0.2944793403148651,-10.911996841430664,37.05522034164865
0.003,2,0.02343614771962166,0.5434548258781433,23.188743831954163,0.023813443258404732,0.628045916557312,26.373586958519706
0.003,3,0.04304961860179901,1.052597165107727,24.450789560856638,0.061474572867155075,1.754602313041687,28.541919548320184
0.003,4,0.06882721930742264,1.5344347953796387,22.29401116040959,0.07370559126138687,2.2662980556488037,30.74798013100099
0.003,5,0.08747000992298126,1.7139067649841309,19.59422168230292,0.08088375627994537,2.362391710281372,29.207245297868447
0.003,6,0.0995103120803833,2.0256893634796143,20.356577334852346,0.09804686158895493,2.5290770530700684,25.794574268708377
0.003,7,0.12254684418439865,2.1596853733062744,17.623345486208958,0.15789131820201874,2.66776967048645,16.896240406791037
0.003,8,0.14360369741916656,2.2674131393432617,15.789378547300785,0.1551957130432129,2.805866003036499,18.079532920185947
0.003,9,0.16286951303482056,2.3614683151245117,14.49914272549979,0.17711909115314484,2.8475592136383057,16.077087992599186
0.003,10,0.1904177963733673,2.4749534130096436,12.997490046344227,0.1997837871313095,2.9017186164855957,14.524294779628027
0.003,11,0.42048391699790955,2.473982810974121,5.88365621362498,0.5753219723701477,2.8899905681610107,5.023257770349267
0.003,12,0.4942150115966797,2.5973081588745117,5.255421421707299,0.7010531425476074,3.1274564266204834,4.461083242927055
0.002,0,0.013847499154508114,-0.0052531007677316666,-0.3793537525526042,0.013579844497144222,-0.0005271964473649859,-0.038821979697621196
