alpha_deg,nx,ny,Cd_mean,Cl_mean,Ef_mean,Cd_final,Cl_final,Ef_final,Cd_std,Cl_std,Cd_p,Cd_v,Cl_p,Cl_v,Drag,Lift,n_muestras_cd,n_muestras_cl,elapsed_s
11.0,1385,1147,0.16781617434961454,0.8446461664778846,5.033163041353914,0.1540042906999588,0.8066990375518799,5.2381594946828045,0.010864152802973707,0.030263152837328406,0.1438120618183006,0.009672079687887414,0.8142750057757379,-0.009538552939746923,0.07674207075309401,0.40236822641799547,28,28,414.97297263145447
12.0,1385,1147,0.18717206216284207,0.8878443964890071,4.743466445951593,0.17558838427066803,0.8503016233444214,4.8425847010112495,0.007405386997282315,0.019461203982317855,0.16459217943826468,0.009786377857485724,0.8570986107479328,-0.010004334571151036,0.0871892786478752,0.4235471380883909,28,28,398.2297294139862
13.0,1385,1147,0.2114891361977373,0.9324716989483152,4.409076114796158,0.19270625710487366,0.8856616616249084,4.595915435910927,0.014014224104434564,0.036891088164572594,0.182293472487968,0.009535369112526344,0.8929754650595514,-0.010125133809012,0.09591442080024717,0.4414251656252697,28,28,390.8910503387451
14.0,1385,1147,0.2421840647501605,0.9619325718709401,3.971906957888742,0.2241978645324707,0.9092655777931213,4.055638887057428,0.013601182180123609,0.03964969662033105,0.214524887296142,0.008959053023675344,0.9176327986085124,-0.010162553181314878,0.11174197015990867,0.4537351227135988,28,28,403.3612611293793
15.0,1385,1147,0.2859811069709914,1.131262481212616,3.955724534374105,0.2572985291481018,1.0763375759124756,4.183224752493367,0.018984729051379406,0.02984000122002067,0.25122672396021306,0.009346073672241842,1.0960719333002555,-0.012621969326523182,0.13028639881622744,0.5417249819868661,28,28,398.537882566452
16.0,1385,1147,0.3641652858683041,1.193637639284134,3.277735922681544,0.33413273096084595,1.0805308818817139,3.233837280096728,0.014815648471075232,0.05920284179938534,0.3077980009325906,0.00895569229526151,1.029992646103985,-0.012868729716225224,0.15837684661392604,0.5085619581938798,28,28,442.9664776325226
17.0,1385,1147,0.5390950473291534,1.6457370562212807,3.0527771760745726,0.5790079236030579,1.7512447834014893,3.024560998239577,0.05594295396706967,0.195352324672389,0.5671139892396972,0.008994148380959828,1.751101998549725,-0.015869296971691038,0.2880540688103285,0.8676163507890169,28,28,506.7448875904083
18.0,1385,1147,0.744063886148589,1.996416266475405,2.6831248010291446,0.7002674341201782,1.8951383829116821,2.706306605979399,0.020738248045420644,0.05421406961709322,0.6855191398766929,0.008168705443270375,1.8916004739605528,-0.015963105509386066,0.34684392265998165,0.9378186842255833,28,28,596.2213215827942
19.0,1385,1147,0.9635803401470184,2.3857560583523343,2.4759285333575063,0.9191986918449402,2.265655040740967,2.4648153449756656,0.027118319624196068,0.07477428040654112,0.9058171299929363,0.007792577275566051,2.2689201404902426,-0.01740294950845735,0.45680485363425116,1.1257585954908926,28,28,518.355206489563
20.0,1385,1147,1.0485882333346777,2.4871613553592136,2.371914233149121,1.0216529369354248,2.4239110946655273,2.372538664584424,0.02062514402941067,0.0642223054821029,1.0112303120010027,0.007502242676014083,2.4344640074348796,-0.01809936974534121,0.5093662773385084,1.2081823188447691,28,28,530.0957217216492
