AG24 Bubble Dancer DLG by Mark Drela
  1.000000  0.020987
  0.994048  0.021025
  0.982038  0.021159
  0.968488  0.021427
  0.954647  0.021750
  0.940769  0.022158
  0.926890  0.022836
  0.913006  0.023880
  0.899118  0.025110
  0.885230  0.026176
  0.871339  0.026921
  0.857451  0.027377
  0.843559  0.027643
  0.829670  0.027809
  0.815779  0.027948
  0.801883  0.028111
  0.787989  0.028291
  0.774091  0.028411
  0.760188  0.028424
  0.746285  0.028393
  0.732376  0.028405
  0.718461  0.028495
  0.704547  0.028656
  0.690631  0.028893
  0.676709  0.029222
  0.662788  0.029626
  0.648868  0.030075
  0.634943  0.030579
  0.621017  0.031119
  0.607093  0.031642
  0.593166  0.032143
  0.579236  0.032662
  0.565310  0.033221
  0.551385  0.033791
  0.537456  0.034325
  0.523528  0.034786
  0.509606  0.035175
  0.495682  0.035497
  0.481756  0.035742
  0.467835  0.035897
  0.453918  0.035959
  0.440000  0.035935
  0.426087  0.035810
  0.412180  0.035484
  0.398274  0.034817
  0.384372  0.033866
  0.370481  0.032787
  0.356594  0.031690
  0.342711  0.030576
  0.328841  0.029339
  0.314984  0.027828
  0.301131  0.026080
  0.287296  0.024316
  0.273479  0.022536
  0.259672  0.020528
  0.245889  0.018302
  0.232132  0.016065
  0.218395  0.014011
  0.204696  0.012183
  0.191034  0.010465
  0.177412  0.008741
  0.163854  0.006879
  0.150354  0.004579
  0.136934  0.001817
  0.123613  -0.000759
  0.110400  -0.002740
  0.097342  -0.004386
  0.084457  -0.006077
  0.071816  -0.007792
  0.059466  -0.009277
  0.047533  -0.010361
  0.036200  -0.010913
  0.025838  -0.010523
  0.017129  -0.008314
  0.010712  -0.006060
  0.006482  -0.003758
  0.003763  -0.002737
  0.001997  -0.003183
  0.000855  -0.004428
  0.000198  -0.004601
  0.000001  -0.000230
  0.000293  -0.003716
  0.001184  -0.003513
  0.002714  -0.002804
  0.004994  -0.003177
  0.008364  -0.004815
  0.013488  -0.007391
  0.021193  -0.009792
  0.031412  -0.011957
  0.043212  -0.013716
  0.055804  -0.015598
  0.068780  -0.017603
  0.081987  -0.019725
  0.095351  -0.021750
  0.108824  -0.022873
  0.122377  -0.022601
  0.135989  -0.021363
  0.149652  -0.019887
  0.163351  -0.018667
  0.177085  -0.017876
  0.190844  -0.017352
  0.204622  -0.016863
  0.218421  -0.016324
  0.232237  -0.015772
  0.246064  -0.015325
  0.259909  -0.015141
  0.273764  -0.015270
  0.287631  -0.015652
  0.301514  -0.016265
  0.315408  -0.017052
  0.329313  -0.017904
  0.343234  -0.018567
  0.357166  -0.018746
  0.371111  -0.018531
  0.385067  -0.018362
  0.399034  -0.018325
  0.413004  -0.017915
  0.426962  -0.016823
  0.440907  -0.015486
  0.454842  -0.014250
  0.468769  -0.012967
  0.482685  -0.011465
  0.496593  -0.010040
  0.510494  -0.009148
  0.524394  -0.008818
  0.538286  -0.008678
  0.552174  -0.008465
  0.566059  -0.008219
  0.579942  -0.008033
  0.593817  -0.007914
  0.607689  -0.007804
  0.621556  -0.007657
  0.635419  -0.007428
  0.649276  -0.007017
  0.663131  -0.006340
  0.676986  -0.005468
  0.690839  -0.004494
  0.704693  -0.003422
  0.718548  -0.002242
  0.732407  -0.000974
  0.746265  0.000338
  0.760127  0.001650
  0.773993  0.002916
  0.787859  0.004127
  0.801731  0.005302
  0.815611  0.006423
  0.829491  0.007431
  0.843374  0.008298
  0.857263  0.009040
  0.871153  0.009665
  0.885046  0.010159
  0.898943  0.010516
  0.912839  0.010774
  0.926737  0.010964
  0.940634  0.011053
  0.954532  0.011010
  0.968401  0.010908
  0.982019  0.010903
  0.994039  0.011045
  1.000000  0.011148
