NACA_0012_sharp_Re100000_a4.0_LD15.57  [padre:NACA_0012_sharp  Re:100000  alpha:4.0deg  L/D:15.5695]
  1.000000  0.000432
  0.999615  0.000505
  0.998459  0.000724
  0.996534  0.001088
  0.993844  0.001598
  0.990393  0.002252
  0.986185  0.003039
  0.981228  0.003940
  0.975528  0.004977
  0.969096  0.006082
  0.961940  0.007294
  0.954072  0.008471
  0.945503  0.009644
  0.936248  0.010802
  0.926320  0.012028
  0.915735  0.013533
  0.904508  0.015280
  0.892658  0.017121
  0.880203  0.018981
  0.867161  0.021154
  0.853553  0.024088
  0.839400  0.027616
  0.824724  0.030673
  0.809547  0.032296
  0.793893  0.033143
  0.777785  0.033951
  0.761249  0.035128
  0.744311  0.036689
  0.726995  0.038045
  0.709330  0.038587
  0.691342  0.038924
  0.673059  0.040619
  0.654508  0.044668
  0.635720  0.049582
  0.616723  0.052831
  0.597545  0.053388
  0.578217  0.052497
  0.558769  0.052320
  0.539230  0.052848
  0.519630  0.053327
  0.500000  0.054407
  0.480370  0.057111
  0.460770  0.060375
  0.441231  0.063028
  0.421783  0.064299
  0.402455  0.064272
  0.383277  0.063550
  0.364280  0.062564
  0.345492  0.062191
  0.326941  0.062799
  0.308658  0.063297
  0.290670  0.062755
  0.273005  0.061753
  0.255689  0.061041
  0.238751  0.060346
  0.222215  0.059130
  0.206107  0.057569
  0.190453  0.056073
  0.175276  0.054699
  0.160600  0.053250
  0.146447  0.051637
  0.132839  0.049790
  0.119797  0.047699
  0.107342  0.045485
  0.095492  0.043219
  0.084265  0.040838
  0.073680  0.038254
  0.063752  0.035393
  0.054497  0.032286
  0.045928  0.029056
  0.038060  0.025797
  0.030904  0.022090
  0.024472  0.018612
  0.018772  0.014656
  0.013815  0.011216
  0.009607  0.007866
  0.006156  0.005075
  0.003466  0.003340
  0.001541  0.003037
  0.000385  0.003050
  0.000000  -0.000230
  0.000385  0.004332
  0.001541  0.003810
  0.003466  0.002136
  0.006156  0.001334
  0.009607  0.001656
  0.013815  0.002108
  0.018772  0.001668
  0.024472  0.001163
  0.030904  -0.000547
  0.038060  -0.002558
  0.045928  -0.004697
  0.054497  -0.006702
  0.063752  -0.008475
  0.073680  -0.009867
  0.084265  -0.011005
  0.095492  -0.011981
  0.107342  -0.012809
  0.119797  -0.013469
  0.132839  -0.013913
  0.146447  -0.014120
  0.160600  -0.014135
  0.175276  -0.013969
  0.190453  -0.013575
  0.206107  -0.013093
  0.222215  -0.012757
  0.238751  -0.012726
  0.255689  -0.012865
  0.273005  -0.012876
  0.290670  -0.012563
  0.308658  -0.011940
  0.326941  -0.011036
  0.345492  -0.009738
  0.364280  -0.008132
  0.383277  -0.006706
  0.402455  -0.005846
  0.421783  -0.005255
  0.441231  -0.004493
  0.460770  -0.003596
  0.480370  -0.002446
  0.500000  -0.001046
  0.519630  -0.000144
  0.539230  -0.000145
  0.558769  -0.000641
  0.578217  -0.000831
  0.597545  -0.000550
  0.616723  0.000159
  0.635720  0.001085
  0.654508  0.001934
  0.673059  0.002840
  0.691342  0.003983
  0.709330  0.004971
  0.726995  0.005555
  0.744311  0.006043
  0.761249  0.006514
  0.777785  0.006547
  0.793893  0.006239
  0.809547  0.006083
  0.824724  0.006156
  0.839400  0.006119
  0.853553  0.005928
  0.867161  0.005708
  0.880203  0.005445
  0.892658  0.005134
  0.904508  0.004844
  0.915735  0.004584
  0.926320  0.004291
  0.936248  0.003914
  0.945503  0.003519
  0.954072  0.003130
  0.961940  0.002754
  0.969096  0.002318
  0.975528  0.001913
  0.981228  0.001497
  0.986185  0.001134
  0.990393  0.000829
  0.993844  0.000578
  0.996534  0.000383
  0.998459  0.000244
  0.999615  0.000160
  1.000000  0.000132
