s1014_winner_Re100000_a4.0_LD21.77  [padre:s1014_winner  Re:100000  alpha:4.0deg  L/D:21.7683]
  1.000000  0.016046
  0.996100  0.016956
  0.984650  0.019626
  0.966220  0.023912
  0.941510  0.029033
  0.911190  0.034819
  0.876040  0.041007
  0.837050  0.047224
  0.795320  0.052785
  0.752020  0.057507
  0.708290  0.061127
  0.664130  0.063103
  0.618350  0.064340
  0.570650  0.066321
  0.521670  0.067995
  0.471990  0.066760
  0.422220  0.064804
  0.372930  0.063504
  0.324720  0.061577
  0.278120  0.060157
  0.233700  0.056769
  0.191970  0.049503
  0.153460  0.041878
  0.118620  0.034106
  0.087880  0.026141
  0.061530  0.018755
  0.039780  0.012522
  0.022710  0.007381
  0.010320  0.003789
  0.002650  0.001906
  0.000000  -0.000184
  0.002650  -0.000442
  0.010320  0.000944
  0.022710  0.002723
  0.039780  0.004567
  0.061530  0.006554
  0.087880  0.008445
  0.118620  0.010564
  0.153460  0.013250
  0.191970  0.016820
  0.233700  0.022227
  0.278120  0.028483
  0.324720  0.032711
  0.372930  0.036252
  0.422220  0.039574
  0.471990  0.040955
  0.521670  0.039602
  0.570650  0.037270
  0.618350  0.035280
  0.664130  0.033675
  0.708290  0.032645
  0.752020  0.032089
  0.795320  0.031200
  0.837050  0.029418
  0.876040  0.027326
  0.911190  0.025067
  0.941510  0.022449
  0.966220  0.019761
  0.984650  0.017355
  0.996100  0.015855
  1.000000  0.015344
