alpha_deg,nx,ny,Cd_mean,Cl_mean,Ef_mean,Cd_final,Cl_final,Ef_final,Cd_std,Cl_std,Cd_p,Cd_v,Cl_p,Cl_v,Drag,Lift,n_muestras_cd,n_muestras_cl,elapsed_s
-10.0,1385,1147,0.1362067498266697,-0.5327982923814228,-3.9116878793410526,0.13638417422771454,-0.5315535664558411,-3.897472485101753,0.001553618060161223,0.008809421425903819,0.12442146515998695,0.011743965112592515,-0.5431473396118651,0.011999971601000036,0.06808271513628973,-0.2655736840054325,28,28,369.91198563575745
-9.0,1385,1147,0.09977952736829009,-0.4267736609492983,-4.277166591239306,0.10237038135528564,-0.4317793846130371,-4.217815533132653,0.0015543391349378394,0.007560873928910915,0.09224704472597915,0.010977140746678191,-0.44290483099824624,0.008792421945887826,0.05161209273632867,-0.21705620452617921,28,28,364.5599875450134
-8.0,1385,1147,0.10135080558913094,-0.45118532116924015,-4.451719140727048,0.09318821877241135,-0.41300952434539795,-4.431992904103782,0.005834550622599102,0.024300720593478715,0.08006975587409278,0.01273590690458275,-0.4201738205704819,0.010817001830265488,0.04640283138933776,-0.20467840937010823,28,28,362.9486291408539
-7.0,1385,1147,0.09490517606692654,-0.42947254542793545,-4.5252805297476515,0.08938963711261749,-0.4140830338001251,-4.63233823489453,0.005789605933933143,0.026028354490678977,0.07435423573982974,0.014377418861720056,-0.42167966809294577,0.011608861365445535,0.0443658273007749,-0.20503540336375012,28,28,367.0813820362091
-6.0,1385,1147,0.07459016570023128,-0.31696307552712305,-4.24939497789774,0.06937890499830246,-0.29941102862358093,-4.315591729660577,0.004966944187435961,0.022646633039417562,0.053920825266590255,0.014938684559170221,-0.3056491912934143,0.00844480466674631,0.03442975491288024,-0.148602193313334,28,28,362.026006937027
-5.0,1385,1147,0.06204941961914301,-0.22977826158915246,-3.7031492478015546,0.05705365538597107,-0.2105126529932022,-3.6897312112444456,0.003988889293275103,0.017817543506162152,0.04046489186143745,0.016332760972740952,-0.217060561178272,0.006531464113613821,0.028398826417089202,-0.10526454853232908,28,28,365.08821177482605
-4.0,1385,1147,0.05493710229971579,-0.13592692304934775,-2.474228114686183,0.04981750622391701,-0.11895129829645157,-2.3877409230762328,0.0037450058241086594,0.0161542467788409,0.03297882999141796,0.016504045840304942,-0.12093786915692899,0.004274914846876666,0.024741437915861454,-0.05833147715502616,28,28,365.4185907840729
-3.0,1385,1147,0.0492161452504141,-0.04844176436641386,-0.9842657144304953,0.04503760486841202,-0.033879369497299194,-0.7522462527988725,0.0024782945046409764,0.010201242051148389,0.027473671829488153,0.017399036015794563,-0.03481849004836113,0.0024641367525940283,0.02243635392264136,-0.01617717664788355,28,28,364.077894449234
-2.0,1385,1147,0.046420467751366754,0.046916195191442966,1.010679070334478,0.042286742478609085,0.060762133449316025,1.4369074061463303,0.002579870407706624,0.010474329330173688,0.024411365425543924,0.01755620481503271,0.06102573258352478,-0.00020512703456437896,0.02098378512028832,0.030410302774480202,28,28,361.316442489624
-1.0,1385,1147,0.04585625058306115,0.12800692926560128,2.7914826798527175,0.04250797629356384,0.13895760476589203,3.26897718692225,0.002261617596220069,0.0041389275730685975,0.02500230949421597,0.01735131879372632,0.14246980098645567,-0.0021277412718300683,0.021176814143971143,0.0701710298573128,28,28,364.5754997730255
0.0,1385,1147,0.04827814070241792,0.22774829981582506,4.717420689824095,0.045557573437690735,0.2296530306339264,5.04094079874609,0.0017029738052312803,0.005659693937131834,0.027441851937678174,0.017898364716973085,0.23356412646936936,-0.004619718588156783,0.02267010832732563,0.11447220394060628,28,28,364.0446915626526
1.0,1385,1147,0.053186640941670964,0.3129307116780962,5.883633674502643,0.050124045461416245,0.3147173225879669,6.278769394825193,0.0016872640834284904,0.005039638918625971,0.03290955293097857,0.016825812642893973,0.3196151188677053,-0.006585751423502421,0.024867682786936268,0.15651468372210142,28,28,361.2137336730957
2.0,1385,1147,0.06468503243689026,0.4224515716944422,6.530901443183254,0.0614827461540699,0.4211158752441406,6.849334188633415,0.002073806045041961,0.003748786115687677,0.04445758265448842,0.016770718134325246,0.42958282727155317,-0.009213657495448741,0.030614150394406833,0.21018458488805222,28,28,362.84926557540894
3.0,1385,1147,0.0670437432293381,0.4630823880434036,6.9071678539685175,0.06317812204360962,0.4520811140537262,7.155659260363431,0.0029305051720723485,0.00851600662883889,0.04943586813032351,0.013465331569740526,0.46189365154867795,-0.010088743375717425,0.03145059985003202,0.22590245408648027,28,28,362.6152310371399
4.0,1385,1147,0.07185522174196583,0.510313059602465,7.101962073612602,0.06683360040187836,0.5104300379753113,7.637326657639795,0.002980644683148204,0.006099214357628684,0.05264221688380259,0.013749718422640382,0.5215829075583569,-0.011386468990278488,0.033195967653221484,0.2550982192840392,28,28,366.9506857395172
5.0,1385,1147,0.09226626290806703,0.5898414956671851,6.39281875169146,0.08909650146961212,0.5919451713562012,6.64386548957923,0.002360532425210369,0.005307826545164029,0.0743498546340896,0.014747629457048748,0.6060925370148953,-0.01348650260429339,0.04454874204556917,0.29630301720530094,28,28,367.69648599624634
6.0,1385,1147,0.1215918878359454,0.6841687283345631,5.626762940449279,0.11770196259021759,0.675338864326477,5.737702664123679,0.0028274669562767035,0.006672495049653762,0.10328849609320152,0.014422750004817434,0.691442701480036,-0.015073710196135558,0.05885562304900948,0.3381844956419502,28,28,373.3734052181244
7.0,1385,1147,0.14765520127756254,0.7724214047193527,5.231250900991651,0.1453394889831543,0.7731190919876099,5.319401474414287,0.0023273409458917514,0.004189498939624412,0.13010482687677058,0.015222689855770473,0.791256139768451,-0.017254739044705668,0.07266375836627052,0.3870007003618727,28,28,369.77455615997314
8.0,1385,1147,0.1507043056190014,0.800148851105145,5.3093960906997415,0.1474207639694214,0.8038359880447388,5.452664647779696,0.0039755012583789036,0.004718808956854483,0.13272885882745705,0.015431203429846222,0.8262840156050983,-0.017789344168419076,0.07408003112865164,0.40424733571833965,28,28,374.8745038509369
9.0,1385,1147,0.1628194557768958,0.8297806169305529,5.096323488929751,0.15694469213485718,0.8154261112213135,5.195627199170558,0.004210967039566507,0.006051341078365044,0.14129625228688933,0.015516619431754447,0.8324242799847269,-0.01800053952623549,0.07840643585932189,0.4072118702292457,28,28,369.8403859138489
10.0,1385,1147,0.162590213652168,0.8589792719909123,5.2830933221389405,0.15165182948112488,0.8273855447769165,5.455823036278608,0.008911258050805509,0.02008145610845182,0.1352610284102576,0.01588987133664769,0.8451890884966995,-0.01779047462304924,0.07557544987345265,0.4136993069368251,28,28,374.25285601615906
