dx_min,alpha,nx,ny,Cl_mean,Cl_final,Cl_std,Cd_mean,Cd_final,Cd_std,Ef_mean,Ef_final,Cl_p,Cl_v,Cd_p,Cd_v,Cl_bl,Cd_bl,Ef_bl,elapsed_s,its_per_s
0.0005,0.0,2895,2343,-2.1795486913690964e-05,-3.021674456249457e-05,2.9956323280970552e-05,0.07551417765872818,0.0714707002043724,0.0035034643388948306,-0.00028862774633117873,-0.00042278506403447804,1.077349678794276e-05,7.685848770172098e-07,0.04494756017888505,0.026372356070929505,-6.029781070537865e-05,0.05530972678940346,-0.001090184569794889,451.57331347465515,4.428959684554635
0.0005,1.0,2895,2343,0.05203156332884516,0.051342472434043884,0.0017829598453294447,0.07690987869032792,0.0724700316786766,0.0035007218447295598,0.6765263996624737,0.7084648818933904,0.05428226744161156,-0.00256138823923488,0.04575697593270966,0.02649787548785548,0.06356518270045441,0.05624348695576148,1.1301785529487502,451.8970444202423,4.425786857194174
0.0005,2.0,2895,2343,0.11286613158881664,0.1105242446064949,0.003139411259075442,0.07692607971174377,0.07250206917524338,0.0038016767561288856,1.467202436569586,1.5244288316702914,0.11569835134768361,-0.005023771005382613,0.04635966372301083,0.02602993648882716,0.13325022592420813,0.05684649720933858,2.3440358239402332,451.2239954471588,4.432388392860221
0.0005,3.0,2895,2343,0.17336670788271086,0.17192433774471283,0.004333170262226463,0.08252946234175138,0.07839734852313995,0.003638246142782684,2.1006644531961918,2.192986637730066,0.17994923373511476,-0.007538482217079049,0.05172415674986071,0.02651139452329796,0.20281671396028547,0.0665981398109777,3.045381065235912,451.24489521980286,4.4321831032034025
0.0005,4.0,2895,2343,0.24795277363487653,0.24676035344600677,0.004287952189154984,0.09135592037013598,0.08703331649303436,0.003884558928699347,2.7141401742796263,2.83524015157754,0.25760452025611974,-0.010521908187494797,0.06070216497832751,0.02620893188612385,0.28285342393958895,0.07788029651811534,3.6318996791928733,451.52255725860596,4.429457549458633
0.0005,5.0,2895,2343,0.3020108331527029,0.2978142201900482,0.006892130649580286,0.0978549886494875,0.09284622967243195,0.004404857038242672,3.0863100320259926,3.207607042749693,0.3105553828886869,-0.012618033375059283,0.06814082421993196,0.02451931825595845,0.3465741791803435,0.07585589259172429,4.568849793195288,451.96351981163025,4.42513590661822
0.0005,6.0,2895,2343,0.35690319325242725,0.35212400555610657,0.009923911223734884,0.10533703384654862,0.10004819184541702,0.005042560954875233,3.38820242244861,3.5195439223946012,0.36748768638397444,-0.014780910479999026,0.07575545339248305,0.024143461946715232,0.4086405075321951,0.07575545339248305,5.394205819283541,451.47969126701355,4.429878106781025
0.0005,7.0,2895,2343,0.39427463178123745,0.38156598806381226,0.013911145528754445,0.10989204182156495,0.10351746529340744,0.005892007213012868,3.5878360729836394,3.6860059023113703,0.39819567948116397,-0.01617747631757805,0.08070999904291817,0.02268708557702581,0.4556328659747601,0.08070999904291817,5.6453087768279335,453.49872851371765,4.410155694492764
0.0005,8.0,2895,2343,0.4382213609559195,0.4251519739627838,0.014142572241148328,0.11598282333995615,0.10879955440759659,0.006328014384971346,3.778329827956102,3.9076628234159285,0.44325971064529357,-0.01767202263962382,0.08630621915279857,0.02228888710724521,0.5047147265496261,0.08630621915279857,5.847953154523746,452.25210881233215,4.422312159587797
0.0005,9.0,2895,2343,0.46189067725624355,0.4507198631763458,0.014046520762911434,0.12123670083071504,0.11471256613731384,0.006165853603657356,3.8098255238831493,3.9291237076574745,0.469333609498587,-0.018647462808395746,0.09404033825542454,0.02053186472953102,0.5407033944619648,0.09404033825542454,5.749696401488383,454.04765009880066,4.404824030175688
