GM15_Re100000_a4.0_LD7.56  [padre:GM15  Re:100000  alpha:4.0deg  L/D:7.5580]
  1.000000  0.016334
  0.997540  0.016610
  0.990700  0.017376
  0.980370  0.018534
  0.966980  0.019958
  0.950440  0.021642
  0.930640  0.023418
  0.907750  0.025304
  0.882020  0.027260
  0.853700  0.029336
  0.823090  0.031705
  0.790480  0.034484
  0.756160  0.037469
  0.720430  0.040218
  0.683590  0.042151
  0.645940  0.043454
  0.607780  0.044274
  0.569370  0.044963
  0.530990  0.045904
  0.492650  0.047435
  0.454350  0.049454
  0.416380  0.051184
  0.378870  0.052051
  0.342040  0.051888
  0.306090  0.050660
  0.271200  0.048134
  0.237600  0.044722
  0.205490  0.040687
  0.175040  0.036225
  0.146480  0.031601
  0.119990  0.027080
  0.095760  0.022774
  0.073950  0.018545
  0.054680  0.014239
  0.038110  0.010099
  0.024330  0.006590
  0.013380  0.003528
  0.005480  0.001865
  0.000980  0.001979
  0.000000  -0.000190
  0.000980  0.001389
  0.005480  0.000365
  0.013380  0.000313
  0.024330  0.000587
  0.038110  0.000818
  0.054680  0.001037
  0.073950  0.001003
  0.095760  0.000746
  0.119990  0.000460
  0.146480  0.000382
  0.175040  0.000701
  0.205490  0.001398
  0.237600  0.002331
  0.271200  0.003378
  0.306090  0.004527
  0.342040  0.005822
  0.378870  0.007280
  0.416380  0.008827
  0.454350  0.010205
  0.492650  0.011389
  0.530990  0.012688
  0.569370  0.013873
  0.607780  0.014637
  0.645940  0.015029
  0.683590  0.014761
  0.720430  0.015086
  0.756160  0.016459
  0.790480  0.017222
  0.823090  0.016998
  0.853700  0.016609
  0.882020  0.016766
  0.907750  0.017007
  0.930640  0.016763
  0.950440  0.016215
  0.966980  0.015931
  0.980370  0.015858
  0.990700  0.015951
  0.997540  0.016012
  1.000000  0.016034
