alpha,cl,cd,ld,cl_ci95,cd_ci95,ld_ci95,cl_std,cd_std,n_samples,converged_clcd,t_conv_clcd,iters_efectivas,iters_programadas,cl_cp_discrepancy,cl_cp_discrepancy_flag,dx,Re,wall_s
0.0,0.00021,0.01653,0.0127,9.2e-05,0.001392,0.0057,0.000148,0.002246,10,False,,700,13000,0.00026,False,0.002,100000.0,94.7
2.0,0.197134,0.022078,8.929,0.008859,0.00038,0.4298,0.032594,0.0014,52,False,,13000,13000,0.01637,False,0.002,100000.0,1761.9
4.0,0.46127,0.034981,13.1863,0.009423,0.000807,0.4064,0.02544,0.00218,28,True,5.1697,7150,13000,0.02885,False,0.002,100000.0,974.9
6.0,0.601592,0.047203,12.7447,0.000502,5.1e-05,0.0174,0.001426,0.000145,31,True,5.0427,7950,13000,0.12607,True,0.002,100000.0,1077.4
8.0,0.728194,0.086838,8.3856,0.003413,0.000358,0.0524,0.012558,0.001318,52,False,,13000,13000,0.12862,True,0.002,100000.0,1814.7
10.0,0.987004,0.149367,6.6079,0.001673,0.002515,0.1118,0.006156,0.009255,52,False,,13000,13000,0.03285,False,0.002,100000.0,1820.9
