x_les,Cp_upper_LES,Cp_lower_LES,x_inv,Cp_upper_inv,Cp_lower_inv
0.0,-1.0265048742294312,-0.5252575874328613,0.0,-391.1906617364269,-373.5061697107119
0.005025125574320555,-1.2814124822616577,-0.3490161895751953,0.005025125628140704,-98.4278115851221,-82.27465519639517
0.01005025114864111,-1.42654550075531,-0.6130889058113098,0.010050251256281407,-64.2571890979485,-47.43763310216817
0.015075377188622952,-1.5178228616714478,-0.7577149868011475,0.01507537688442211,-48.083374539083295,-31.635585269849663
0.02010050229728222,-1.5928014516830444,-0.3748769760131836,0.020100502512562814,-35.51062977314313,-20.343219479666793
0.02512562833726406,-1.6230981349945068,-0.039966560900211334,0.02512562814070352,-29.36533846626413,-15.707498873837789
0.030150754377245903,-1.6573415994644165,0.17789387702941895,0.03015075376884422,-23.529643481866415,-11.309059048562068
0.035175878554582596,-1.695841670036316,0.2648557722568512,0.035175879396984924,-21.71789456095733,-9.99465153735438
0.04020100459456444,-1.7713702917099,0.2806626856327057,0.04020100502512563,-19.906145640048248,-8.680244026146692
0.04522613063454628,-1.8382700681686401,0.3462563455104828,0.04522613065326633,-18.173262009145365,-7.450931364476467
0.05025125667452812,-1.9191220998764038,0.3383752405643463,0.05025125628140704,-16.463732957197497,-6.24681805707263
0.055276382714509964,-1.9956938028335571,0.3610496520996094,0.05527638190954774,-14.861140657387429,-5.122037804344994
0.060301508754491806,-2.0732994079589844,0.37215203046798706,0.06030150753768844,-14.111519035971902,-4.630050002421072
0.06532663106918335,-2.1686999797821045,0.37633827328681946,0.06532663316582915,-13.361897414556374,-4.138062200497149
0.07035175710916519,-2.1021296977996826,0.4239705204963684,0.07035175879396985,-12.619695497621587,-3.6539848183470034
0.07537688314914703,-2.0397636890411377,0.4725102484226227,0.07537688442211056,-11.943122864193109,-3.2398772285699535
0.08040200918912888,-2.0354373455047607,0.4894635081291199,0.08040201005025126,-11.266550230764631,-2.825769638792905
0.08542713522911072,-2.024359703063965,0.5180993676185608,0.08542713567839195,-10.589977597336155,-2.4116620490158565
0.09045226126909256,-1.8733806610107422,0.5505953431129456,0.09045226130653267,-10.049568356507647,-2.1109054685334065
0.0954773873090744,-1.7667598724365234,0.561390221118927,0.09547738693467336,-9.5536053916679,-1.8471487758072276
0.10050251334905624,-1.679494023323059,0.5658846497535706,0.10050251256281408,-9.057642426828151,-1.5833920830810477
0.10552763938903809,-1.5906939506530762,0.5660225749015808,0.10552763819095477,-8.58135809192675,-1.3306629922502813
0.11055276542901993,-1.51480233669281,0.574167013168335,0.11055276381909548,-8.326468251080854,-1.201999974613094
0.11557789146900177,-1.3494163751602173,0.5797906517982483,0.11557788944723618,-8.071578410234958,-1.073336956975907
0.12060301750898361,-1.2681033611297607,0.5879534482955933,0.12060301507537688,-7.816688569389062,-0.9446739393387201
0.12562814354896545,-1.1281934976577759,0.5927115678787231,0.12562814070351758,-7.567707955708878,-0.8188603058612769
0.1306532621383667,-1.0321414470672607,0.5980331897735596,0.1306532663316583,-7.372373103584304,-0.7189142484521409
0.13567839562892914,-0.926055371761322,0.6038894653320312,0.135678391959799,-7.177038251459731,-0.6189681910430056
0.14070351421833038,-0.8272741436958313,0.606239378452301,0.1407035175879397,-6.981703399335158,-0.5190221336338703
0.14572864770889282,-0.7558721303939819,0.6107951998710632,0.1457286432160804,-6.786368547210586,-0.41907607622473486
0.15075376629829407,-0.6897048950195312,0.6063016653060913,0.15075376884422112,-6.565684337150202,-0.32144646560959816
0.1557788997888565,-0.647124171257019,0.6015194654464722,0.15577889447236182,-6.33952613927795,-0.22431707285202293
0.16080401837825775,-0.6189394593238831,0.6045116186141968,0.16080402010050251,-6.1133679414056985,-0.1271876800944477
0.1658291518688202,-0.5993961691856384,0.6096726059913635,0.1658291457286432,-5.887209743533447,-0.030058287336872436
0.17085427045822144,-0.5883650183677673,0.6132800579071045,0.1708542713567839,-5.694892997497115,0.051649167240651064
0.17587940394878387,-0.583060622215271,0.60760098695755,0.17587939698492464,-5.594979663051379,0.09124732615068039
0.18090452253818512,-0.5767907500267029,0.6056044101715088,0.18090452261306533,-5.495066328605644,0.13084548506070948
0.18592964112758636,-0.5838931798934937,0.6128010153770447,0.18592964824120603,-5.395152994159908,0.17044364397073858
0.1909547746181488,-0.5879524350166321,0.6167734861373901,0.19095477386934673,-5.295239659714172,0.21004180288076768
0.19597989320755005,-0.5940873622894287,0.6184394955635071,0.19597989949748745,-5.1517866667853625,0.2600161136528178
0.2010050266981125,-0.6031295657157898,0.6077659130096436,0.20100502512562815,-4.956004743148402,0.32246119132387874
0.20603014528751373,-0.6018884181976318,0.6010332703590393,0.20603015075376885,-4.760222819511441,0.38490626899493974
0.21105527877807617,-0.6006971001625061,0.60408616065979,0.21105527638190955,-4.56444089587448,0.4473513466660006
0.21608039736747742,-0.6065388917922974,0.612036943435669,0.21608040201005024,-4.368658972237519,0.5097964243370616
0.22110553085803986,-0.6043646931648254,0.6133520007133484,0.22110552763819097,-4.22265387670598,0.5541242379057522
0.2261306494474411,-0.6069027781486511,0.6150956749916077,0.22613065326633167,-4.151407626911836,0.5712420864412302
0.23115578293800354,-0.6212661862373352,0.6088892221450806,0.23115577889447236,-4.080161377117692,0.5883599349767081
0.23618090152740479,-0.6226409673690796,0.6097249984741211,0.23618090452261306,-4.008915127323549,0.6054777835121861
0.24120603501796722,-0.6211481690406799,0.6110686659812927,0.24120603015075376,-3.937668877529405,0.622595632047664
0.24623115360736847,-0.619251012802124,0.6095249056816101,0.24623115577889448,-3.8708344578448486,0.6390998290783968
0.2512562870979309,-0.6158199906349182,0.611992359161377,0.25125628140703515,-3.8349881036450117,0.651293825457359
0.25628140568733215,-0.61427903175354,0.6037164926528931,0.2562814070351759,-3.7991417494451745,0.6634878218363215
0.2613065242767334,-0.6166563630104065,0.6054949164390564,0.2613065326633166,-3.7632953952453367,0.675681818215284
0.26633167266845703,-0.6144227385520935,0.6085202693939209,0.2663316582914573,-3.7274490410455,0.6878758145942462
